Date,Name,Title,Link,pdf,Web Index,ID,sentiment_binary,compound,sentiment
2011-01-07,Patrick Honohan, Restoring Ireland's credit by reducing uncertainty,https://www.bis.org/review/r110107b.pdf,https://www.bis.org/review/r110107b.pdf,1096,r110107b.pdf,1.0,0.7913,pos
2011-01-10,Jean-Claude Trichet, Economic and Monetary Union - what we have achieved and what we must do next,https://www.bis.org/review/r110110a.pdf,https://www.bis.org/review/r110110a.pdf,1096,r110110a.pdf,1.0,0.9904,pos
2011-01-10,Duvvuri Subbarao, Dilemmas in central bank communication - some reflections based on recent experience,https://www.bis.org/review/r110110d.pdf,https://www.bis.org/review/r110110d.pdf,1096,r110110d.pdf,1.0,0.9999,pos
2011-01-10,Janet L Yellen, The Federal Reserve's asset purchase program,https://www.bis.org/review/r110110c.pdf,https://www.bis.org/review/r110110c.pdf,1096,r110110c.pdf,1.0,0.9999,pos
2011-01-10,Joseph S Tracy, The shape of the recovery,https://www.bis.org/review/r110110b.pdf,https://www.bis.org/review/r110110b.pdf,1096,r110110b.pdf,1.0,0.9928,pos
2011-01-11,Agathe Côté, Household finances and economic growth,https://www.bis.org/review/r110111b.pdf,https://www.bis.org/review/r110111b.pdf,1096,r110111b.pdf,1.0,0.998,pos
2011-01-11,Shyamala Gopinath, Centrality of banks in the financial system,https://www.bis.org/review/r110111a.pdf,https://www.bis.org/review/r110111a.pdf,1096,r110111a.pdf,1.0,0.9999,pos
2011-01-11,DeLisle Worrell, Coping with the economic crisis,https://www.bis.org/review/r110111c.pdf,https://www.bis.org/review/r110111c.pdf,1096,r110111c.pdf,1.0,0.9989,pos
2011-01-12,Kiyohiko G Nishimura, This time may truly be different - balance sheet adjustment under population ageing,https://www.bis.org/review/r110112a.pdf,https://www.bis.org/review/r110112a.pdf,1095,r110112a.pdf,0.0,-0.9936,neg
2011-01-13,José De Gregorio, The Central Bank of Chile's financial stability and monetary policy,https://www.bis.org/review/r110113a.pdf,https://www.bis.org/review/r110113a.pdf,1095,r110113a.pdf,1.0,0.9994,pos
2011-01-14,Axel A Weber," Strong, sustainable and balanced growth - the contribution of financial market regulation",https://www.bis.org/review/r110114a.pdf,https://www.bis.org/review/r110114a.pdf,1095,r110114a.pdf,1.0,0.9679,pos
2011-01-17,Zeti Akhtar Aziz, Better supervision and better banking in a post crisis era,https://www.bis.org/review/r110117c.pdf,https://www.bis.org/review/r110117c.pdf,1095,r110117c.pdf,1.0,0.9993,pos
2011-01-17,Andrew Bailey, The outlook for financial regulation in the UK,https://www.bis.org/review/r110117b.pdf,https://www.bis.org/review/r110117b.pdf,1095,r110117b.pdf,1.0,0.9992,pos
2011-01-17,Brian Wynter, Rekindle the passion,https://www.bis.org/review/r110117a.pdf,https://www.bis.org/review/r110117a.pdf,1095,r110117a.pdf,1.0,0.9989,pos
2011-01-17,Jean-Claude Trichet, Interview in Bild,https://www.bis.org/review/r110117d.pdf,https://www.bis.org/review/r110117d.pdf,1095,r110117d.pdf,1.0,0.999,pos
2011-01-18,Agustín Carstens, DALÍ - Mexico's award-winning securities settlement system,https://www.bis.org/review/r110118d.pdf,https://www.bis.org/review/r110118d.pdf,1095,r110118d.pdf,1.0,0.9993,pos
2011-01-18,Ewart S Williams, Economic Outlook 2011,https://www.bis.org/review/r110118c.pdf,https://www.bis.org/review/r110118c.pdf,1095,r110118c.pdf,1.0,0.9994,pos
2011-01-24,Sanusi Lamido Sanusi, Global financial meltdown and the reforms in the Nigerian banking sector,https://www.bis.org/review/r110124c.pdf,https://www.bis.org/review/r110124c.pdf,1093,r110124c.pdf,1.0,0.9999,pos
2011-01-24,Jean-Claude Trichet, Interview in The Wall Street Journal,https://www.bis.org/review/r110124b.pdf,https://www.bis.org/review/r110124b.pdf,1093,r110124b.pdf,1.0,0.9996,pos
2011-01-26,Joachim Nagel, The Bundesbank perspective on the Pfandbrief market,https://www.bis.org/review/r110126a.pdf,https://www.bis.org/review/r110126a.pdf,1093,r110126a.pdf,1.0,0.9995,pos
2011-01-27,Barbro Wickman-Parak, Many dimensions to well-balanced monetary policy,https://www.bis.org/review/r110127b.pdf,https://www.bis.org/review/r110127b.pdf,1093,r110127b.pdf,1.0,0.9995,pos
2011-01-27,Prasarn Trairatvorakul, Bank of Thailand's policy direction in 2011,https://www.bis.org/review/r110127c.pdf,https://www.bis.org/review/r110127c.pdf,1093,r110127c.pdf,1.0,0.9994,pos
2011-01-27,Lorenzo Bini Smaghi, The challenges facing monetary policy,https://www.bis.org/review/r110127a.pdf,https://www.bis.org/review/r110127a.pdf,1093,r110127a.pdf,1.0,0.9981,pos
2011-01-28,José Manuel González-Páramo," The banking sector towards the ""new normal"" - some considerations",https://www.bis.org/review/r110128a.pdf,https://www.bis.org/review/r110128a.pdf,1092,r110128a.pdf,1.0,0.9992,pos
2011-01-28,Andreas Dombret, Securing financial stability - the contribution of economic policy,https://www.bis.org/review/r110128d.pdf,https://www.bis.org/review/r110128d.pdf,1093,r110128d.pdf,1.0,0.9953,pos
2011-01-28,Ardian Fullani, A summary analysis of domestic economic developments and the banking sector situation,https://www.bis.org/review/r110128e.pdf,https://www.bis.org/review/r110128e.pdf,1093,r110128e.pdf,1.0,0.9997,pos
2011-01-28,Ewart S Williams, Building individual and organisational capacity,https://www.bis.org/review/r110128b.pdf,https://www.bis.org/review/r110128b.pdf,1092,r110128b.pdf,1.0,0.9998,pos
2011-01-28,Alan Bollard, Looking into the crystal ball - a forecast and some risks for the year ahead,https://www.bis.org/review/r110128c.pdf,https://www.bis.org/review/r110128c.pdf,1093,r110128c.pdf,0.0,-0.999,neg
2011-01-31,Joseph S Tracy, A strategy for the 2011 economic recovery,https://www.bis.org/review/r110131d.pdf,https://www.bis.org/review/r110131d.pdf,1092,r110131d.pdf,1.0,0.9942,pos
2011-01-31,Mohd Razif bin Abd Kadir, Our strategy towards developing a progressive takaful industry,https://www.bis.org/review/r110131c.pdf,https://www.bis.org/review/r110131c.pdf,1092,r110131c.pdf,1.0,0.9997,pos
2011-01-31,Ardian Fullani, Recent economic and financial developments in Albania,https://www.bis.org/review/r110131b.pdf,https://www.bis.org/review/r110131b.pdf,1092,r110131b.pdf,1.0,0.9996,pos
2011-01-31,Lorenzo Bini Smaghi," Tommaso Padoa-Schioppa - economist, policy-maker, citizen in search of European unity",https://www.bis.org/review/r110131f.pdf,https://www.bis.org/review/r110131f.pdf,1092,r110131f.pdf,1.0,0.9999,pos
2011-01-31,Ignazio Visco," Tommaso Padoa-Schioppa, ""Architect ...""",https://www.bis.org/review/r110131g.pdf,https://www.bis.org/review/r110131g.pdf,1092,r110131g.pdf,1.0,0.9997,pos
2011-01-31,Christian Noyer," Inflation, Europe's response to the debt crisis, emerging-market economies and priorities for the G-20 - interview in The Wall Street Journal",https://www.bis.org/review/r110131a.pdf,https://www.bis.org/review/r110131a.pdf,1092,r110131a.pdf,1.0,0.9985,pos
2011-01-31,Duvvuri Subbarao, Implications of the expansion of central bank balance sheets,https://www.bis.org/review/r110131e.pdf,https://www.bis.org/review/r110131e.pdf,1092,r110131e.pdf,1.0,0.9996,pos
2011-02-01,Hirohide Yamaguchi, Challenges for Japan's financial system after the financial crisis,https://www.bis.org/review/r110201a.pdf,https://www.bis.org/review/r110201a.pdf,1091,r110201a.pdf,1.0,0.9991,pos
2011-02-02,Thomas Jordan, The challenges of the global economic crisis - can Switzerland master them?,https://www.bis.org/review/r110202c.pdf,https://www.bis.org/review/r110202c.pdf,1091,r110202c.pdf,1.0,0.9417,pos
2011-02-02,Jean-Claude Trichet," ""E pluribus unum"" - the legacy of Tommaso Padoa Schioppa",https://www.bis.org/review/r110202e.pdf,https://www.bis.org/review/r110202e.pdf,1091,r110202e.pdf,1.0,0.9993,pos
2011-02-02,DeLisle Worrell, The frontier of practice in international criminal law,https://www.bis.org/review/r110202d.pdf,https://www.bis.org/review/r110202d.pdf,1091,r110202d.pdf,1.0,0.9635,pos
2011-02-02,Stefan Ingves, Basel III - much-needed regulations for a safer banking sector,https://www.bis.org/review/r110202b.pdf,https://www.bis.org/review/r110202b.pdf,1091,r110202b.pdf,0.0,-0.9984,neg
2011-02-02,Christian Noyer," There will be no break-up of the euro area - interview in ""Sud Ouest""",https://www.bis.org/review/r110202a.pdf,https://www.bis.org/review/r110202a.pdf,1091,r110202a.pdf,0.0,-0.6727,neg
2011-02-02,Tiff Macklem, Canada's competitive imperative - investing in productivity gains,https://www.bis.org/review/r110202f.pdf,https://www.bis.org/review/r110202f.pdf,1091,r110202f.pdf,1.0,0.9998,pos
2011-02-03,Seiji Nakamura, Japan's monetary policy and developments in economic activity and prices,https://www.bis.org/review/r110203d.pdf,https://www.bis.org/review/r110203d.pdf,1091,r110203d.pdf,1.0,1.0,pos
2011-02-03,Durmus Yilmaz, Recent economic and financial developments in Turkey,https://www.bis.org/review/r110203c.pdf,https://www.bis.org/review/r110203c.pdf,1091,r110203c.pdf,1.0,0.9998,pos
2011-02-03,DeLisle Worrell, The search for practical economics,https://www.bis.org/review/r110203b.pdf,https://www.bis.org/review/r110203b.pdf,1090,r110203b.pdf,1.0,0.9988,pos
2011-02-04,Ben S Bernanke, The economic outlook and macroeconomic policy,https://www.bis.org/review/r110204a.pdf,https://www.bis.org/review/r110204a.pdf,1090,r110204a.pdf,1.0,0.9997,pos
2011-02-04,Ignazio Visco, Key issues for the success of macroprudential policies,https://www.bis.org/review/r110204c.pdf,https://www.bis.org/review/r110204c.pdf,1090,r110204c.pdf,1.0,0.9982,pos
2011-02-04,Louis Kasekende, The benefits of regionalism,https://www.bis.org/review/r110204d.pdf,https://www.bis.org/review/r110204d.pdf,1090,r110204d.pdf,1.0,0.9984,pos
2011-02-07,Masaaki Shirakawa, Toward a revitalization of Japan's economy,https://www.bis.org/review/r110207b.pdf,https://www.bis.org/review/r110207b.pdf,1090,r110207b.pdf,1.0,0.9999,pos
2011-02-07,Rasheed Mohammed Al Maraj, Regulatory insights - successfully supporting the next phase of development for the regional insurance markets,https://www.bis.org/review/r110207a.pdf,https://www.bis.org/review/r110207a.pdf,1090,r110207a.pdf,1.0,0.9995,pos
2011-02-08,Axel A Weber, The euro - opportunities and challenges,https://www.bis.org/review/r110208a.pdf,https://www.bis.org/review/r110208a.pdf,1090,r110208a.pdf,1.0,0.9964,pos
2011-02-09,Prasarn Trairatvorakul, The rise of Asia - finding the right balance for policy,https://www.bis.org/review/r110209b.pdf,https://www.bis.org/review/r110209b.pdf,1089,r110209b.pdf,1.0,0.9992,pos
2011-02-09,Ben S Bernanke, The economic outlook and monetary and fiscal policy,https://www.bis.org/review/r110209c.pdf,https://www.bis.org/review/r110209c.pdf,1089,r110209c.pdf,1.0,0.9996,pos
2011-02-09,Rundheersing Bheenick, 2010 - annus horribilis and coping strategies,https://www.bis.org/review/r110209a.pdf,https://www.bis.org/review/r110209a.pdf,1090,r110209a.pdf,1.0,0.9999,pos
2011-02-10,Ewart S Williams, Stimulating domestic capital in the energy sector,https://www.bis.org/review/r110210a.pdf,https://www.bis.org/review/r110210a.pdf,1089,r110210a.pdf,1.0,0.9994,pos
2011-02-10,Andreas Dombret, Financial stability - challenges facing the public banking sector,https://www.bis.org/review/r110210b.pdf,https://www.bis.org/review/r110210b.pdf,1089,r110210b.pdf,1.0,0.9953,pos
2011-02-10,Brian P Sack, Implementing the Federal Reserve's asset purchase program,https://www.bis.org/review/r110210c.pdf,https://www.bis.org/review/r110210c.pdf,1089,r110210c.pdf,1.0,0.9999,pos
2011-02-10,Lorenzo Bini Smaghi," Monetary union, regulation and supervision",https://www.bis.org/review/r110210d.pdf,https://www.bis.org/review/r110210d.pdf,1089,r110210d.pdf,1.0,0.9959,pos
2011-02-11,Louis Kasekende, The evolving nature of macroeconomic management in Sub-Saharan Africa and its implications for IMF programs,https://www.bis.org/review/r110211b.pdf,https://www.bis.org/review/r110211b.pdf,1089,r110211b.pdf,1.0,0.9853,pos
2011-02-11,John Murray, Commodity prices - the long and the short of it,https://www.bis.org/review/r110211c.pdf,https://www.bis.org/review/r110211c.pdf,1089,r110211c.pdf,1.0,0.9997,pos
2011-02-11,George A Provopoulos," Economic policies, institutions, and the political-social environment that can increase and sustain potential growth",https://www.bis.org/review/r110211d.pdf,https://www.bis.org/review/r110211d.pdf,1089,r110211d.pdf,1.0,0.9944,pos
2011-02-11,Glenn Stevens, Overview of the Australian economy and challenges ahead,https://www.bis.org/review/r110211a.pdf,https://www.bis.org/review/r110211a.pdf,1089,r110211a.pdf,1.0,0.9889,pos
2011-03-07,José De Gregorio, Current challenges to central banking in emerging market economies,https://www.bis.org/review/r110307b.pdf,https://www.bis.org/review/r110307b.pdf,1083,r110307b.pdf,1.0,0.9848,pos
2011-03-07,José Manuel González-Páramo, Rethinking risk management - from lessons learned to taking action,https://www.bis.org/review/r110307c.pdf,https://www.bis.org/review/r110307c.pdf,1083,r110307c.pdf,0.0,-0.9997,neg
2011-03-07,Charles Bean, The Monetary Policy Committee's policy dilemma,https://www.bis.org/review/r110307a.pdf,https://www.bis.org/review/r110307a.pdf,1083,r110307a.pdf,1.0,0.8612,pos
2011-03-07,Yves Mersch, Is inflation back?,https://www.bis.org/review/r110307d.pdf,https://www.bis.org/review/r110307d.pdf,1083,r110307d.pdf,0.0,-0.9962,neg
2011-03-08,Mohd Razif bin Abd Kadir," Islamic banking products - theory, practice and issues",https://www.bis.org/review/r110308e.pdf,https://www.bis.org/review/r110308e.pdf,1083,r110308e.pdf,1.0,0.9998,pos
2011-03-08,Lorenzo Bini Smaghi, The challenges of surveillance and coordination,https://www.bis.org/review/r110308d.pdf,https://www.bis.org/review/r110308d.pdf,1083,r110308d.pdf,1.0,0.9997,pos
2011-03-08,Paul Tucker," Discussion of Lord Turner's lecture, ""Reforming finance - are we being radical enough?""",https://www.bis.org/review/r110308c.pdf,https://www.bis.org/review/r110308c.pdf,1083,r110308c.pdf,1.0,0.9144,pos
2011-03-08,Kiyohiko G Nishimura, A central banker's perspective on the international monetary system,https://www.bis.org/review/r110308b.pdf,https://www.bis.org/review/r110308b.pdf,1083,r110308b.pdf,1.0,0.969,pos
2011-03-08,Axel A Weber, What imbalances after the crisis?,https://www.bis.org/review/r110308a.pdf,https://www.bis.org/review/r110308a.pdf,1083,r110308a.pdf,1.0,0.9987,pos
2011-03-09,Masaaki Shirakawa, 150 years of innovation and challenges in monetary control,https://www.bis.org/review/r110309c.pdf,https://www.bis.org/review/r110309c.pdf,1083,r110309c.pdf,0.0,-0.997,neg
2011-03-14,Durmus Yilmaz," Financial education and awareness - challenges, opportunities and strategies",https://www.bis.org/review/r110314a.pdf,https://www.bis.org/review/r110314a.pdf,1081,r110314a.pdf,1.0,0.9994,pos
2011-03-14,William C Dudley, Economic overview - Queens and the region,https://www.bis.org/review/r110314b.pdf,https://www.bis.org/review/r110314b.pdf,1081,r110314b.pdf,1.0,0.9998,pos
2011-03-15,Darmin Nasution, Strengthening stability towards sustainable growth - a transformation challenge,https://www.bis.org/review/r110315d.pdf,https://www.bis.org/review/r110315d.pdf,1081,r110315d.pdf,1.0,0.9999,pos
2011-03-15,Njuguna Ndung'u, Strengthening regulatory frameworks in the finance industry - a key enabler for private sector development,https://www.bis.org/review/r110315b.pdf,https://www.bis.org/review/r110315b.pdf,1081,r110315b.pdf,1.0,0.9998,pos
2011-03-15,Mervyn King, Do we need an international monetary system?,https://www.bis.org/review/r110315a.pdf,https://www.bis.org/review/r110315a.pdf,1081,r110315a.pdf,1.0,0.998,pos
2011-03-15,Guy Debelle, The Australian bond market in 2011 and beyond,https://www.bis.org/review/r110315e.pdf,https://www.bis.org/review/r110315e.pdf,1081,r110315e.pdf,1.0,0.9997,pos
2011-03-15,Barry Whiteside, Extending financial services outreach to the next level,https://www.bis.org/review/r110315c.pdf,https://www.bis.org/review/r110315c.pdf,1081,r110315c.pdf,1.0,0.9997,pos
2011-03-16,Athanasios Orphanides, The role of central banks - lessons from the crisis,https://www.bis.org/review/r110316b.pdf,https://www.bis.org/review/r110316b.pdf,1080,r110316b.pdf,0.0,-0.9957,neg
2011-03-16,Patrick Honohan, Risk - banks and government,https://www.bis.org/review/r110316a.pdf,https://www.bis.org/review/r110316a.pdf,1080,r110316a.pdf,0.0,-0.9934,neg
2011-03-16,Christian Noyer, Regulation in the face of global imbalances,https://www.bis.org/review/r110316c.pdf,https://www.bis.org/review/r110316c.pdf,1081,r110316c.pdf,1.0,0.9996,pos
2011-03-16,Mario Draghi, Challenges of surveillance and coordination,https://www.bis.org/review/r110316d.pdf,https://www.bis.org/review/r110316d.pdf,1081,r110316d.pdf,1.0,0.9975,pos
2011-03-16,Jean-Pierre Landau, The role of central banks - lessons,https://www.bis.org/review/r110316e.pdf,https://www.bis.org/review/r110316e.pdf,1081,r110316e.pdf,1.0,0.9987,pos
2011-03-17,K C Chakrabarty, Banking and beyond - new challenges before Indian financial system,https://www.bis.org/review/r110317c.pdf,https://www.bis.org/review/r110317c.pdf,1080,r110317c.pdf,1.0,0.9998,pos
2011-03-17,Andrew Bailey, Financial stability - objective and resolution,https://www.bis.org/review/r110317b.pdf,https://www.bis.org/review/r110317b.pdf,1080,r110317b.pdf,0.0,-0.9943,neg
2011-03-17,Choongsoo Kim, Changes in the global financial and economic landscape and challenges facing the Korean economy,https://www.bis.org/review/r110317a.pdf,https://www.bis.org/review/r110317a.pdf,1080,r110317a.pdf,1.0,0.984,pos
2011-03-17,Hidetoshi Kamezaki, Recent economic and financial developments in Japan,https://www.bis.org/review/r110317d.pdf,https://www.bis.org/review/r110317d.pdf,1080,r110317d.pdf,1.0,1.0,pos
2011-03-22,Prasarn Trairatvorakul, Living with capital flows - a delicate balancing act,https://www.bis.org/review/r110322h.pdf,https://www.bis.org/review/r110322h.pdf,1079,r110322h.pdf,1.0,0.9998,pos
2011-03-22,Gertrude Tumpel-Gugerell, What lies behind the success of the euro?,https://www.bis.org/review/r110322g.pdf,https://www.bis.org/review/r110322g.pdf,1079,r110322g.pdf,1.0,0.9995,pos
2011-03-22,Mario Draghi, The euro - from the past to the future,https://www.bis.org/review/r110322f.pdf,https://www.bis.org/review/r110322f.pdf,1079,r110322f.pdf,1.0,0.9983,pos
2011-03-22,Gertrude Tumpel-Gugerell, Protocol to bring the National Bank of Serbia into line with EU central banking standards,https://www.bis.org/review/r110322a.pdf,https://www.bis.org/review/r110322a.pdf,1079,r110322a.pdf,1.0,0.9984,pos
2011-03-22,Jean-Claude Trichet, Reforming EMU - time for bold decisions,https://www.bis.org/review/r110322b.pdf,https://www.bis.org/review/r110322b.pdf,1080,r110322b.pdf,1.0,0.9997,pos
2011-03-22,Svante Oberg, My view of monetary policy 2006-2011,https://www.bis.org/review/r110322c.pdf,https://www.bis.org/review/r110322c.pdf,1080,r110322c.pdf,0.0,-0.9997,neg
2011-03-22,Durmus Yilmaz, Expectations in global economy,https://www.bis.org/review/r110322d.pdf,https://www.bis.org/review/r110322d.pdf,1080,r110322d.pdf,1.0,0.9995,pos
2011-03-22,Jean-Claude Trichet, Hearing before the Economic and Monetary Affairs Committee of the European Parliament,https://www.bis.org/review/r110322e.pdf,https://www.bis.org/review/r110322e.pdf,1080,r110322e.pdf,1.0,0.998,pos
2011-03-23,Michael Mambo Mukete, Role of the Bank of Namibia in consumer protection issues,https://www.bis.org/review/r110323c.pdf,https://www.bis.org/review/r110323c.pdf,1079,r110323c.pdf,1.0,0.9994,pos
2011-03-23,Andrew Sentance, Let it grow - how monetary policy can support sustainable economic growth,https://www.bis.org/review/r110323a.pdf,https://www.bis.org/review/r110323a.pdf,1079,r110323a.pdf,1.0,0.9999,pos
2011-03-23,Sanusi Lamido Sanusi, Banks in Nigeria and national economic development - a critical review,https://www.bis.org/review/r110323b.pdf,https://www.bis.org/review/r110323b.pdf,1079,r110323b.pdf,1.0,0.9999,pos
2011-03-23,Benny B M Popoitai, The National Informal Economy Policy,https://www.bis.org/review/r110323d.htm,https://www.bis.org/review/r110323d.pdf,1079,r110323d.pdf,1.0,0.9982,pos
2011-03-24,Axel A Weber, Enhancing stability - current issues in financial regulation,https://www.bis.org/review/r110324b.pdf,https://www.bis.org/review/r110324b.pdf,1078,r110324b.pdf,1.0,0.9947,pos
2011-03-24,Ben S Bernanke, Community banking in a period of recovery and change,https://www.bis.org/review/r110324c.pdf,https://www.bis.org/review/r110324c.pdf,1079,r110324c.pdf,1.0,0.9996,pos
2011-03-24,Prasarn Trairatvorakul," Growth, sustainability and inclusiveness - Thailand's key success factors",https://www.bis.org/review/r110324d.pdf,https://www.bis.org/review/r110324d.pdf,1079,r110324d.pdf,1.0,0.9999,pos
2011-03-24,Jean-Claude Trichet, Taking stock on financial reform,https://www.bis.org/review/r110324a.pdf,https://www.bis.org/review/r110324a.pdf,1078,r110324a.pdf,1.0,0.9984,pos
2011-03-25,Caleb M Fundanga, Small-scale cross-border trade and payment services in southern Africa,https://www.bis.org/review/r110325e.pdf,https://www.bis.org/review/r110325e.pdf,1078,r110325e.pdf,1.0,0.9977,pos
2011-03-25,Elizabeth A Duke, Changed circumstances - the impact of the financial crisis on the economic condition of workers near retirement and of business owners,https://www.bis.org/review/r110325f.pdf,https://www.bis.org/review/r110325f.pdf,1078,r110325f.pdf,1.0,0.9999,pos
2011-03-25,Andrew G Haldane, Capital discipline,https://www.bis.org/review/r110325a.pdf,https://www.bis.org/review/r110325a.pdf,1078,r110325a.pdf,0.0,-0.9996,neg
2011-03-25,Spencer Dale, MPC in the dock,https://www.bis.org/review/r110325c.pdf,https://www.bis.org/review/r110325c.pdf,1078,r110325c.pdf,1.0,0.9994,pos
2011-03-25,Jean-Pierre Danthine, Swiss monetary policy in the public eye,https://www.bis.org/review/r110325d.pdf,https://www.bis.org/review/r110325d.pdf,1078,r110325d.pdf,1.0,0.9925,pos
2011-03-28,Brian Wynter, What's in your wallet?,https://www.bis.org/review/r110328b.pdf,https://www.bis.org/review/r110328b.pdf,1077,r110328b.pdf,1.0,0.9998,pos
2011-03-28,Mark Carney," The paradigm shifts - global imbalances, policy, and Latin America",https://www.bis.org/review/r110328a.pdf,https://www.bis.org/review/r110328a.pdf,1077,r110328a.pdf,1.0,0.9996,pos
2011-03-28,Alan Bollard, Where we are going with macro- and microprudential policies in New Zealand,https://www.bis.org/review/r110328e.pdf,https://www.bis.org/review/r110328e.pdf,1077,r110328e.pdf,1.0,0.9999,pos
2011-03-28,Deepak Mohanty, Economic and financial developments in the north-eastern states,https://www.bis.org/review/r110328f.pdf,https://www.bis.org/review/r110328f.pdf,1078,r110328f.pdf,1.0,0.9994,pos
2011-03-28,Prasarn Trairatvorakul, Thai monetary policy in the environment of excess global liquidity,https://www.bis.org/review/r110328g.pdf,https://www.bis.org/review/r110328g.pdf,1078,r110328g.pdf,1.0,0.9781,pos
2011-03-28,Peter Pang, Policies adopted by authorities in different jurisdictions with respect to international reserves,https://www.bis.org/review/r110328c.pdf,https://www.bis.org/review/r110328c.pdf,1077,r110328c.pdf,1.0,0.9965,pos
2011-03-29,José De Gregorio, Adjustment in the global economy,https://www.bis.org/review/r110329a.pdf,https://www.bis.org/review/r110329a.pdf,1077,r110329a.pdf,1.0,0.9987,pos
2011-03-29,Subir Gokarn, Financial inclusion - a consumer centric view,https://www.bis.org/review/r110329b.pdf,https://www.bis.org/review/r110329b.pdf,1077,r110329b.pdf,1.0,0.9998,pos
2011-03-29,Jean Boivin," The ""Great"" Recession in Canada - perception vs reality",https://www.bis.org/review/r110329c.pdf,https://www.bis.org/review/r110329c.pdf,1077,r110329c.pdf,0.0,-0.9546,neg
2011-03-30,Daniel Mminele, The current state of payment system integration,https://www.bis.org/review/r110330e.pdf,https://www.bis.org/review/r110330e.pdf,1077,r110330e.pdf,1.0,0.9989,pos
2011-04-07,Patrick Honohan, Additional capital requirements for four Irish banks,https://www.bis.org/review/r110407a.pdf,https://www.bis.org/review/r110407a.pdf,1074,r110407a.pdf,1.0,0.9863,pos
2011-04-07,K C Chakrabarty, Linking entrepreneurship with credit - the role of the financial system,https://www.bis.org/review/r110407b.pdf,https://www.bis.org/review/r110407b.pdf,1074,r110407b.pdf,1.0,1.0,pos
2011-04-08,Norman T L Chan, Universal banking - Hong Kong's perspective,https://www.bis.org/review/r110408c.pdf,https://www.bis.org/review/r110408c.pdf,1074,r110408c.pdf,1.0,0.9991,pos
2011-04-08,Sarah Bloom Raskin, Community bankers and supervisors - seeking balance,https://www.bis.org/review/r110408d.pdf,https://www.bis.org/review/r110408d.pdf,1074,r110408d.pdf,1.0,0.9997,pos
2011-04-08,Eric S Rosengren, Two key questions about the economic recovery,https://www.bis.org/review/r110408e.pdf,https://www.bis.org/review/r110408e.pdf,1074,r110408e.pdf,1.0,0.9997,pos
2011-04-08,Zeti Akhtar Aziz," Talent management, the new paradigm",https://www.bis.org/review/r110408a.pdf,https://www.bis.org/review/r110408a.pdf,1074,r110408a.pdf,1.0,0.9998,pos
2011-04-11,Tadao Noda, Recent economic and financial developments and the conduct of monetary policy,https://www.bis.org/review/r110411d.pdf,https://www.bis.org/review/r110411d.pdf,1073,r110411d.pdf,1.0,0.9999,pos
2011-04-11,Njuguna Ndung'u, Review of Forex Bureau guidelines,https://www.bis.org/review/r110411c.pdf,https://www.bis.org/review/r110411c.pdf,1073,r110411c.pdf,1.0,0.9992,pos
2011-04-11,Már Guðmundsson, Iceland's economy and monetary regime - a series of crossroads,https://www.bis.org/review/r110411a.pdf,https://www.bis.org/review/r110411a.pdf,1074,r110411a.pdf,1.0,0.9984,pos
2011-04-11,Masaaki Shirakawa, One month after the great East Japan earthquake - critical role of financial infrastructure,https://www.bis.org/review/r110411b.pdf,https://www.bis.org/review/r110411b.pdf,1073,r110411b.pdf,1.0,0.9974,pos
2011-04-11,William C Dudley, Regulatory reform of the global financial system,https://www.bis.org/review/r110411f.pdf,https://www.bis.org/review/r110411f.pdf,1074,r110411f.pdf,1.0,0.9995,pos
2011-04-11,Eric S Rosengren," The role of ""financial myths"" in financial crises",https://www.bis.org/review/r110411e.pdf,https://www.bis.org/review/r110411e.pdf,1074,r110411e.pdf,1.0,0.9971,pos
2011-04-13,Barry Whiteside, Regulation and supervision of non-bank microfinance institutions,https://www.bis.org/review/r110413f.pdf,https://www.bis.org/review/r110413f.pdf,1073,r110413f.pdf,1.0,0.9994,pos
2011-04-13,Daniel K Tarullo, Derivatives regulation,https://www.bis.org/review/r110413e.pdf,https://www.bis.org/review/r110413e.pdf,1073,r110413e.pdf,1.0,0.9989,pos
2011-04-13,Jürgen Stark, The global financial crisis and the role of central banking,https://www.bis.org/review/r110413d.pdf,https://www.bis.org/review/r110413d.pdf,1073,r110413d.pdf,1.0,0.9781,pos
2011-04-13,Janet L Yellen," Commodity prices, the economic outlook, and monetary policy",https://www.bis.org/review/r110413c.pdf,https://www.bis.org/review/r110413c.pdf,1073,r110413c.pdf,1.0,0.9978,pos
2011-04-13,Durmus Yilmaz," Enhancing ""ShamGen"" banking - Turkey, Syria, Lebanon, Jordan",https://www.bis.org/review/r110413b.pdf,https://www.bis.org/review/r110413b.pdf,1073,r110413b.pdf,1.0,0.9984,pos
2011-04-13,Andrew G Haldane, The big fish small pond problem,https://www.bis.org/review/r110413a.pdf,https://www.bis.org/review/r110413a.pdf,1073,r110413a.pdf,1.0,0.9999,pos
2011-04-14,Njuguna Ndung'u, Compilation and harmonization of monetary and financial statistics in the East African Community,https://www.bis.org/review/r110414e.pdf,https://www.bis.org/review/r110414e.pdf,1072,r110414e.pdf,1.0,0.9979,pos
2011-04-14,Andreas Dombret, Financial stability - challenges from a European perspective,https://www.bis.org/review/r110414d.pdf,https://www.bis.org/review/r110414d.pdf,1072,r110414d.pdf,1.0,0.9959,pos
